X;Y;X;Y;X;Y;X;Y
121,25;0,021;;;;;;
121,875;0,008;;;;;;
122,5;0,008;;;;;;
123,125;0,01;;;;;;
123,75;0,017;;;;;;
124,375;0,011;;;;;;
125;0,006;;;;;;
125,625;0,011;;;;;;
126,25;0,017;;;;;;
126,875;0,006;;;;;;
127,5;0,009;;;;;;
128,125;0,007;;;;;;
128,75;0,017;;;;;;
129,375;0,01;;;;;;
130;0,005;;;;;;
130,625;0,01;;;;;;
131,25;0,011;;;;;;
131,875;0,005;;;;;;
132,5;0,007;;;;;;
133,125;0,005;;;;;;
133,75;0,017;;;;;;
134,375;0,006;;;;;;
135;0,03;;;;;;
135,625;0,033;;;;;;
136,25;0,028;;;;;;
136,875;0,041;;;;;;
137,5;0,066;;;;;;
138,125;0,042;;;;;;
138,75;0,023;;;;;;
139,375;0,056;;;;;;
140;0,045;;;;;;
140,625;0,027;;;;;;
141,25;0,017;;;;;;
141,875;0,017;;;;;;
142,5;0,033;;;;;;
143,125;0,042;;;;;;
143,75;0,034;;;;;;
144,375;0,035;;;;;;
145;0,017;;;;;;
145,625;0,027;;;;;;
146,25;0,029;;;;;;
146,875;0,022;;;;;;
147,5;0,047;;;;;;
148,125;0,041;;;;;;
148,75;0,03;;;;;;
149,375;0,035;;;;;;
150;0,026;;;;;;
150,625;0,015;;;;;;
151,25;0,017;;;;;;
151,875;0,022;;;;;;
152,5;0,017;;;;;;
153,125;0,013;;;;;;
153,75;0,019;;;;;;
154,375;0,005;;;;;;
155;0,003;;;;;;
155,625;0,017;;;;;;
156,25;0,026;;;;;;
156,875;0,026;;;;;;
157,5;0,02;;;;;;
158,125;0,033;;;;;;
158,75;0,011;;;;;;
159,375;0,035;;;;;;
160;0,043;;;;;;
160,625;0,01;;;;;;
161,25;0,026;;;;;;
161,875;0,027;;;;;;
162,5;0,018;;;;;;
163,125;0,008;;;;;;
163,75;0,018;;;;;;
164,375;0,019;;;;;;
165;0,041;;;;;;
165,625;0,041;;;;;;
166,25;0,038;;;;;;
166,875;0,032;;;;;;
167,5;0,02;;;;;;
168,125;0,006;;;;;;
168,75;0,032;;;;;;
169,375;0,036;;;;;;
170;0,029;;;;;;
170,625;0,021;;;;;;
171,25;0,024;;;;;;
171,875;0,015;;;;;;
172,5;0,011;;;;;;
173,125;0,016;;;;;;
173,75;0,014;;;;;;
174,375;0,037;;;;;;
175;0,258;;;;;;
175,625;0,342;;;;;;
176,25;0,092;;;;;;
176,875;0,019;;;;;;
177,5;0,027;;;;;;
178,125;0,022;;;;;;
178,75;0,013;;;;;;
179,375;0,016;;;;;;
180;0,02;;;;;;
180,625;0,014;;;;;;
181,25;0,019;;;;;;
181,875;0,013;;;;;;
182,5;0,009;;;;;;
183,125;0,01;;;;;;
183,75;0,005;;;;;;
184,375;0,008;;;;;;
185;0,007;;;;;;
185,625;0,008;;;;;;
186,25;0,015;;;;;;
186,875;0,012;;;;;;
187,5;0,008;;;;;;
188,125;0,019;;;;;;
188,75;0,012;;;;;;
189,375;0,019;;;;;;
190;0,019;;;;;;
190,625;0,01;;;;;;
191,25;0,016;;;;;;
191,875;0,007;;;;;;
192,5;0,014;;;;;;
193,125;0,008;;;;;;
193,75;0,026;;;;;;
194,375;0,009;;;;;;
195;0,015;;;;;;
195,625;0,023;;;;;;
196,25;0,022;;;;;;
196,875;0,012;;;;;;
197,5;0,002;;;;;;
198,125;0,019;;;;;;
198,75;0,023;;;;;;
199,375;0,01;;;;;;
200;0,013;;;;;;
200,625;0,023;;;;;;
201,25;0,051;;;;;;
201,875;0,048;;;;;;
202,5;0,031;;;;;;
203,125;0,019;;;;;;
203,75;0,029;;;;;;
204,375;0,034;;;;;;
205;0,013;;;;;;
205,625;0,029;;;;;;
206,25;0,031;;;;;;
206,875;0,007;;;;;;
207,5;0,011;;;;;;
208,125;0,016;;;;;;
208,75;0,02;;;;;;
209,375;0,016;;;;;;
210;0,012;;;;;;
210,625;0,008;;;;;;
211,25;0,008;;;;;;
211,875;0,002;;;;;;
212,5;0,016;;;;;;
213,125;0,014;;;;;;
213,75;0,008;;;;;;
214,375;0,004;;;;;;
215;0,006;;;;;;
215,625;0,002;;;;;;
216,25;0,009;;;;;;
216,875;0,008;;;;;;
217,5;0,024;;;;;;
218,125;0,028;;;;;;
218,75;0,004;;;;;;
219,375;0,009;;;;;;
220;0,007;;;;;;
220,625;0,008;;;;;;
221,25;0,005;;;;;;
221,875;0,018;;;;;;
222,5;0,009;;;;;;
223,125;0,021;;;;;;
223,75;0,028;;;;;;
224,375;0,018;;;;;;
225;0,008;;;;;;
225,625;0,009;;;;;;
226,25;0,009;;;;;;
226,875;0,009;;;;;;
227,5;0,011;;;;;;
228,125;0,012;;;;;;
228,75;0,017;;;;;;
229,375;0,032;;;;;;
230;0,008;;;;;;
230,625;0,015;;;;;;
231,25;0,012;;;;;;
231,875;0,015;;;;;;
232,5;0,003;;;;;;
233,125;0,014;;;;;;
233,75;0,008;;;;;;
234,375;0,008;;;;;;
235;0,008;;;;;;
235,625;0,011;;;;;;
236,25;0,012;;;;;;
236,875;0,009;;;;;;
237,5;0,01;;;;;;
238,125;0,006;;;;;;
238,75;0,005;;;;;;
239,375;0,006;;;;;;
240;0,014;;;;;;
240,625;0,015;;;;;;
241,25;0,008;;;;;;
241,875;0,011;;;;;;
242,5;0,016;;;;;;
243,125;0,012;;;;;;
243,75;0,015;;;;;;
244,375;0,01;;;;;;
245;0,004;;;;;;
245,625;0,013;;;;;;
246,25;0,013;;;;;;
246,875;0,004;;;;;;
247,5;0,013;;;;;;
248,125;0,024;;;;;;
248,75;0,013;;;;;;
249,375;0,006;;;;;;
250;0,013;;;;;;
250,625;0,016;;;;;;
251,25;0,021;;;;;;
251,875;0,028;;;;;;
252,5;0,026;;;;;;
253,125;0,03;;;;;;
253,75;0,026;;;;;;
254,375;0,013;;;;;;
255;0,009;;;;;;
255,625;0,024;;;;;;
256,25;0,015;;;;;;
256,875;0,014;;;;;;
257,5;0,024;;;;;;
258,125;0,014;;;;;;
258,75;0,011;;;;;;
259,375;0,014;;;;;;
260;0,026;;;;;;
260,625;0,023;;;;;;
261,25;0,017;;;;;;
261,875;0,014;;;;;;
262,5;0,003;;;;;;
263,125;0,004;;;;;;
263,75;0,016;;;;;;
264,375;0,016;;;;;;
265;0,009;;;;;;
265,625;0,018;;;;;;
266,25;0,032;;;;;;
266,875;0,021;;;;;;
267,5;0,021;;;;;;
268,125;0,023;;;;;;
268,75;0,014;;;;;;
269,375;0,005;;;;;;
270;0,011;;;;;;
270,625;0,011;;;;;;
271,25;0,011;;;;;;
271,875;0,017;;;;;;
272,5;0,016;;;;;;
273,125;0,009;;;;;;
273,75;0,008;;;;;;
274,375;0,012;;;;;;
275;0,01;;;;;;
275,625;0,014;;;;;;
276,25;0,013;;;;;;
276,875;0,011;;;;;;
277,5;0,015;;;;;;
278,125;0,019;;;;;;
278,75;0,012;;;;;;
279,375;0,004;;;;;;
280;0,006;;;;;;
280,625;0,01;;;;;;
281,25;0;;;;;;
281,875;0,023;;;;;;
282,5;0,026;;;;;;
283,125;0,013;;;;;;
283,75;0,014;;;;;;
284,375;0,01;;;;;;
285;0,016;;;;;;
285,625;0,007;;;;;;
286,25;0,012;;;;;;
286,875;0,007;;;;;;
287,5;0,008;;;;;;
288,125;0,013;;;;;;
288,75;0,021;;;;;;
289,375;0,012;;;;;;
290;0,021;;;;;;
290,625;0,018;;;;;;
291,25;0,006;;;;;;
291,875;0,038;;;;;;
292,5;0,076;;;;;;
293,125;0,04;;;;;;
293,75;0,006;;;;;;
294,375;0,009;;;;;;
295;0,012;;;;;;
295,625;0,023;;;;;;
296,25;0,022;;;;;;
296,875;0,017;;;;;;
297,5;0,015;;;;;;
298,125;0,005;;;;;;
298,75;0,007;;;;;;
299,375;0,009;;;;;;
300;0,007;;;;;;
300,625;0,014;;;;;;
301,25;0,014;;;;;;
301,875;0,011;;;;;;
302,5;0,008;;;;;;
303,125;0,002;;;;;;
303,75;0,002;;;;;;
304,375;0,009;;;;;;
305;0,009;;;;;;
305,625;0,001;;;;;;
306,25;0,008;;;;;;
306,875;0,014;;;;;;
307,5;0,008;;;;;;
308,125;0,008;;;;;;
308,75;0,006;;;;;;
309,375;0,016;;;;;;
310;0,013;;;;;;
310,625;0,007;;;;;;
311,25;0,007;;;;;;
311,875;0,004;;;;;;
312,5;0,003;;;;;;
313,125;0,016;;;;;;
313,75;0,018;;;;;;
314,375;0,013;;;;;;
315;0,007;;;;;;
315,625;0,016;;;;;;
316,25;0,01;;;;;;
316,875;0,003;;;;;;
317,5;0,009;;;;;;
318,125;0,028;;;;;;
318,75;0,034;;;;;;
319,375;0,023;;;;;;
320;0,015;;;;;;
320,625;0,004;;;;;;
321,25;0,018;;;;;;
321,875;0,017;;;;;;
322,5;0,031;;;;;;
323,125;0,033;;;;;;
323,75;0,03;;;;;;
324,375;0,029;;;;;;
325;0,029;;;;;;
325,625;0,024;;;;;;
326,25;0,026;;;;;;
326,875;0,019;;;;;;
327,5;0,01;;;;;;
328,125;0,007;;;;;;
328,75;0,009;;;;;;
329,375;0,01;;;;;;
330;0,011;;;;;;
330,625;0,009;;;;;;
331,25;0,005;;;;;;
331,875;0,004;;;;;;
332,5;0,006;;;;;;
333,125;0,011;;;;;;
333,75;0,012;;;;;;
334,375;0,003;;;;;;
335;0,012;;;;;;
335,625;0,013;;;;;;
336,25;0,006;;;;;;
336,875;0,017;;;;;;
337,5;0,014;;;;;;
338,125;0,015;;;;;;
338,75;0,007;;;;;;
339,375;0,014;;;;;;
340;0,01;;;;;;
340,625;0,02;;;;;;
341,25;0,022;;;;;;
341,875;0,015;;;;;;
342,5;0,019;;;;;;
343,125;0,016;;;;;;
343,75;0,011;;;;;;
344,375;0,017;;;;;;
345;0,006;;;;;;
345,625;0,031;;;;;;
346,25;0,024;;;;;;
346,875;0,024;;;;;;
347,5;0,019;;;;;;
348,125;0,02;;;;;;
348,75;0,031;;;;;;
349,375;0,021;;;;;;
350;0,042;;;;;;
350,625;0,175;;;;;;
351,25;0,18;;;;;;
351,875;0,04;;;;;;
352,5;0,018;;;;;;
353,125;0,021;;;;;;
353,75;0,014;;;;;;
354,375;0,028;;;;;;
355;0,034;;;;;;
355,625;0,033;;;;;;
356,25;0,013;;;;;;
356,875;0,015;;;;;;
357,5;0,02;;;;;;
358,125;0,02;;;;;;
358,75;0,015;;;;;;
359,375;0,035;;;;;;
360;0,046;;;;;;
360,625;0,029;;;;;;
361,25;0,006;;;;;;
361,875;0,007;;;;;;
362,5;0,025;;;;;;
363,125;0,043;;;;;;
363,75;0,031;;;;;;
364,375;0,007;;;;;;
365;0,004;;;;;;
365,625;0,004;;;;;;
366,25;0,028;;;;;;
366,875;0,047;;;;;;
367,5;0,032;;;;;;
368,125;0,013;;;;;;
368,75;0,038;;;;;;
369,375;0,022;;;;;;
370;0,017;;;;;;
370,625;0,029;;;;;;
371,25;0,016;;;;;;
371,875;0,034;;;;;;
372,5;0,032;;;;;;
373,125;0,017;;;;;;
373,75;0,069;;;;;;
374,375;0,084;;;;;;
375;0,044;;;;;;
375,625;0,039;;;;;;
376,25;0,059;;;;;;
376,875;0,055;;;;;;
377,5;0,041;;;;;;
378,125;0,042;;;;;;
378,75;0,041;;;;;;
379,375;0,043;;;;;;
380;0,052;;;;;;
380,625;0,036;;;;;;
381,25;0,058;;;;;;
381,875;0,042;;;;;;
382,5;0,022;;;;;;
383,125;0,042;;;;;;
383,75;0,053;;;;;;
384,375;0,039;;;;;;
385;0,042;;;;;;
385,625;0,05;;;;;;
386,25;0,039;;;;;;
386,875;0,009;;;;;;
387,5;0,026;;;;;;
388,125;0,013;;;;;;
388,75;0,01;;;;;;
389,375;0,029;;;;;;
390;0,036;;;;;;
390,625;0,036;;;;;;
391,25;0,036;;;;;;
391,875;0,036;;;;;;
392,5;0,011;;;;;;
393,125;0,035;;;;;;
393,75;0,044;;;;;;
394,375;0,008;;;;;;
395;0,029;;;;;;
395,625;0,032;;;;;;
396,25;0,013;;;;;;
396,875;0,028;;;;;;
397,5;0,038;;;;;;
398,125;0,012;;;;;;
398,75;0,022;;;;;;
399,375;0,022;;;;;;
400;0,023;;;;;;
400,625;0,026;;;;;;
401,25;0,013;;;;;;
401,875;0,028;;;;;;
402,5;0,038;;;;;;
403,125;0,022;;;;;;
403,75;0,013;;;;;;
404,375;0,025;;;;;;
405;0,039;;;;;;
405,625;0,009;;;;;;
406,25;0,009;;;;;;
406,875;0,007;;;;;;
407,5;0,01;;;;;;
408,125;0,018;;;;;;
408,75;0,063;;;;;;
409,375;0,117;;;;;;
410;0,054;;;;;;
410,625;0,016;;;;;;
411,25;0,013;;;;;;
411,875;0,011;;;;;;
412,5;0,009;;;;;;
413,125;0,014;;;;;;
413,75;0,009;;;;;;
414,375;0,004;;;;;;
415;0,008;;;;;;
415,625;0,022;;;;;;
416,25;0,024;;;;;;
416,875;0,011;;;;;;
417,5;0,015;;;;;;
418,125;0,017;;;;;;
418,75;0,021;;;;;;
419,375;0,015;;;;;;
420;0,008;;;;;;
420,625;0,009;;;;;;
421,25;0,022;;;;;;
421,875;0,015;;;;;;
422,5;0,005;;;;;;
423,125;0,003;;;;;;
423,75;0,018;;;;;;
424,375;0,006;;;;;;
425;0,017;;;;;;
425,625;0,02;;;;;;
426,25;0,015;;;;;;
426,875;0,017;;;;;;
427,5;0,014;;;;;;
428,125;0,004;;;;;;
428,75;0,015;;;;;;
429,375;0,014;;;;;;
430;0,024;;;;;;
430,625;0,027;;;;;;
431,25;0,021;;;;;;
431,875;0,018;;;;;;
432,5;0,042;;;;;;
433,125;0,03;;;;;;
433,75;0,007;;;;;;
434,375;0,01;;;;;;
435;0,034;;;;;;
435,625;0,042;;;;;;
436,25;0,03;;;;;;
436,875;0,023;;;;;;
437,5;0,024;;;;;;
438,125;0,058;;;;;;
438,75;0,027;;;;;;
439,375;0,038;;;;;;
440;0,037;;;;;;
440,625;0,019;;;;;;
441,25;0,027;;;;;;
441,875;0,043;;;;;;
442,5;0,028;;;;;;
443,125;0,027;;;;;;
443,75;0,029;;;;;;
444,375;0,029;;;;;;
445;0,025;;;;;;
445,625;0,005;;;;;;
446,25;0,012;;;;;;
446,875;0,012;;;;;;
447,5;0,022;;;;;;
448,125;0,032;;;;;;
448,75;0,035;;;;;;
449,375;0,026;;;;;;
450;0,016;;;;;;
450,625;0,009;;;;;;
451,25;0,014;;;;;;
451,875;0,03;;;;;;
452,5;0,018;;;;;;
453,125;0,009;;;;;;
453,75;0,024;;;;;;
454,375;0,013;;;;;;
455;0,018;;;;;;
455,625;0,032;;;;;;
456,25;0,031;;;;;;
456,875;0,013;;;;;;
457,5;0,022;;;;;;
458,125;0,014;;;;;;
458,75;0,017;;;;;;
459,375;0,024;;;;;;
460;0,011;;;;;;
460,625;0,022;;;;;;
461,25;0,032;;;;;;
461,875;0,018;;;;;;
462,5;0,015;;;;;;
463,125;0,024;;;;;;
463,75;0,022;;;;;;
464,375;0,008;;;;;;
465;0,011;;;;;;
465,625;0,021;;;;;;
466,25;0,023;;;;;;
466,875;0,03;;;;;;
467,5;0,116;;;;;;
468,125;0,134;;;;;;
468,75;0,033;;;;;;
469,375;0,016;;;;;;
470;0,02;;;;;;
470,625;0,025;;;;;;
471,25;0,027;;;;;;
471,875;0,011;;;;;;
472,5;0,008;;;;;;
473,125;0,01;;;;;;
473,75;0,014;;;;;;
474,375;0,03;;;;;;
475;0,023;;;;;;
475,625;0,014;;;;;;
476,25;0,01;;;;;;
476,875;0,013;;;;;;
477,5;0,025;;;;;;
478,125;0,024;;;;;;
478,75;0,015;;;;;;
479,375;0,019;;;;;;
480;0,019;;;;;;
480,625;0,004;;;;;;
481,25;0,008;;;;;;
481,875;0,012;;;;;;
482,5;0,004;;;;;;
483,125;0,004;;;;;;
483,75;0,013;;;;;;
484,375;0,022;;;;;;
485;0,021;;;;;;
485,625;0,018;;;;;;
486,25;0,016;;;;;;
486,875;0,015;;;;;;
487,5;0,006;;;;;;
488,125;0,013;;;;;;
488,75;0,006;;;;;;
489,375;0,002;;;;;;
490;0,011;;;;;;
490,625;0,018;;;;;;
491,25;0,013;;;;;;
491,875;0,014;;;;;;
492,5;0,011;;;;;;
493,125;0,007;;;;;;
493,75;0,01;;;;;;
494,375;0,008;;;;;;
495;0,002;;;;;;
495,625;0,007;;;;;;
496,25;0,019;;;;;;
496,875;0,018;;;;;;
497,5;0,02;;;;;;
498,125;0,029;;;;;;
498,75;0,01;;;;;;
499,375;0,008;;;;;;
500;0,02;;;;;;
500,625;0,02;;;;;;
501,25;0,007;;;;;;
501,875;0,008;;;;;;
502,5;0,013;;;;;;
503,125;0,011;;;;;;
503,75;0,006;;;;;;
504,375;0,004;;;;;;
505;0,012;;;;;;
505,625;0,01;;;;;;
506,25;0,002;;;;;;
506,875;0,004;;;;;;
507,5;0,011;;;;;;
508,125;0,023;;;;;;
508,75;0,016;;;;;;
509,375;0,003;;;;;;
510;0,004;;;;;;
510,625;0,007;;;;;;
511,25;0,007;;;;;;
511,875;0,006;;;;;;
512,5;0,008;;;;;;
513,125;0,014;;;;;;
513,75;0,006;;;;;;
514,375;0,021;;;;;;
515;0,009;;;;;;
515,625;0,012;;;;;;
516,25;0,002;;;;;;
516,875;0,014;;;;;;
517,5;0,017;;;;;;
518,125;0,01;;;;;;
518,75;0,006;;;;;;
519,375;0,02;;;;;;
520;0,014;;;;;;
520,625;0,011;;;;;;
521,25;0,015;;;;;;
521,875;0,014;;;;;;
522,5;0,009;;;;;;
523,125;0,018;;;;;;
523,75;0,002;;;;;;
524,375;0,011;;;;;;
525;0,002;;;;;;
525,625;0,019;;;;;;
526,25;0,06;;;;;;
526,875;0,049;;;;;;
527,5;0,01;;;;;;
528,125;0,006;;;;;;
528,75;0,003;;;;;;
529,375;0,004;;;;;;
530;0,006;;;;;;
530,625;0,007;;;;;;
531,25;0,012;;;;;;
531,875;0,014;;;;;;
532,5;0,017;;;;;;
533,125;0,015;;;;;;
533,75;0,004;;;;;;
534,375;0,007;;;;;;
535;0,008;;;;;;
535,625;0,013;;;;;;
536,25;0,019;;;;;;
536,875;0,014;;;;;;
537,5;0,01;;;;;;
538,125;0,015;;;;;;
538,75;0,016;;;;;;
539,375;0,01;;;;;;
540;0,001;;;;;;
540,625;0,007;;;;;;
541,25;0,004;;;;;;
541,875;0,003;;;;;;
542,5;0,012;;;;;;
543,125;0,016;;;;;;
543,75;0,006;;;;;;
544,375;0,014;;;;;;
545;0,013;;;;;;
545,625;0,009;;;;;;
546,25;0,01;;;;;;
546,875;0,001;;;;;;
547,5;0,003;;;;;;
548,125;0,002;;;;;;
548,75;0,007;;;;;;
549,375;0,019;;;;;;
550;0,016;;;;;;
550,625;0,015;;;;;;
551,25;0,017;;;;;;
551,875;0,012;;;;;;
552,5;0,002;;;;;;
553,125;0,001;;;;;;
553,75;0,01;;;;;;
554,375;0,003;;;;;;
555;0,018;;;;;;
555,625;0,011;;;;;;
556,25;0,008;;;;;;
556,875;0,016;;;;;;
557,5;0,01;;;;;;
558,125;0,005;;;;;;
558,75;0,012;;;;;;
559,375;0,012;;;;;;
560;0,016;;;;;;
560,625;0,014;;;;;;
561,25;0,011;;;;;;
561,875;0,012;;;;;;
562,5;0,005;;;;;;
563,125;0,007;;;;;;
563,75;0,01;;;;;;
564,375;0,006;;;;;;
565;0,002;;;;;;
565,625;0,013;;;;;;
566,25;0,021;;;;;;
566,875;0,016;;;;;;
567,5;0,006;;;;;;
568,125;0,011;;;;;;
568,75;0,004;;;;;;
569,375;0,003;;;;;;
570;0,01;;;;;;
570,625;0,014;;;;;;
571,25;0,01;;;;;;
571,875;0,001;;;;;;
572,5;0,018;;;;;;
573,125;0,021;;;;;;
573,75;0,005;;;;;;
574,375;0,002;;;;;;
575;0,007;;;;;;
575,625;0,006;;;;;;
576,25;0,003;;;;;;
576,875;0,005;;;;;;
577,5;0,01;;;;;;
578,125;0,015;;;;;;
578,75;0,013;;;;;;
579,375;0,014;;;;;;
580;0,01;;;;;;
580,625;0,009;;;;;;
581,25;0,015;;;;;;
581,875;0,014;;;;;;
582,5;0,009;;;;;;
583,125;0,015;;;;;;
583,75;0,027;;;;;;
584,375;0,057;;;;;;
585;0,085;;;;;;
585,625;0,043;;;;;;
586,25;0,015;;;;;;
586,875;0,027;;;;;;
587,5;0,025;;;;;;
588,125;0,021;;;;;;
588,75;0,017;;;;;;
589,375;0,008;;;;;;
590;0,013;;;;;;
590,625;0,012;;;;;;
591,25;0,019;;;;;;
591,875;0,017;;;;;;
592,5;0,004;;;;;;
593,125;0,006;;;;;;
593,75;0,011;;;;;;
594,375;0,011;;;;;;
595;0,001;;;;;;
595,625;0,004;;;;;;
596,25;0,012;;;;;;
596,875;0,018;;;;;;
597,5;0,014;;;;;;
598,125;0,004;;;;;;
598,75;0,011;;;;;;
599,375;0,014;;;;;;
600;0,006;;;;;;
600,625;0,009;;;;;;
601,25;0,015;;;;;;
601,875;0,016;;;;;;
602,5;0,016;;;;;;
603,125;0,003;;;;;;
603,75;0,021;;;;;;
604,375;0,022;;;;;;
605;0,007;;;;;;
605,625;0,009;;;;;;
606,25;0,023;;;;;;
606,875;0,024;;;;;;
607,5;0,006;;;;;;
608,125;0,034;;;;;;
608,75;0,032;;;;;;
609,375;0,021;;;;;;
610;0,023;;;;;;
610,625;0,038;;;;;;
611,25;0,033;;;;;;
611,875;0,021;;;;;;
612,5;0,026;;;;;;
613,125;0,008;;;;;;
613,75;0,018;;;;;;
614,375;0,016;;;;;;
615;0,036;;;;;;
615,625;0,034;;;;;;
616,25;0,025;;;;;;
616,875;0,027;;;;;;
617,5;0,033;;;;;;
618,125;0,022;;;;;;
618,75;0,018;;;;;;
619,375;0,021;;;;;;
620;0,018;;;;;;
620,625;0,014;;;;;;
621,25;0,012;;;;;;
621,875;0,008;;;;;;
622,5;0,01;;;;;;
623,125;0,005;;;;;;
623,75;0,009;;;;;;
624,375;0,015;;;;;;
625;0,01;;;;;;
625,625;0,002;;;;;;
626,25;0,005;;;;;;
626,875;0,003;;;;;;
627,5;0,007;;;;;;
628,125;0,011;;;;;;
628,75;0,005;;;;;;
629,375;0,008;;;;;;
630;0,002;;;;;;
630,625;0,006;;;;;;
631,25;0,006;;;;;;
631,875;0,008;;;;;;
632,5;0,011;;;;;;
633,125;0,007;;;;;;
