X;Y;X;Y;X;Y;X;Y
402,5;0,0081;;;;;;
403,125;0,0032;;;;;;
403,75;0,0069;;;;;;
404,375;0,0038;;;;;;
405;0,0068;;;;;;
405,625;0,0161;;;;;;
406,25;0,0207;;;;;;
406,875;0,0149;;;;;;
407,5;0,0058;;;;;;
408,125;0,0055;;;;;;
408,75;0,0073;;;;;;
409,375;0,0112;;;;;;
410;0,0141;;;;;;
410,625;0,0152;;;;;;
411,25;0,0086;;;;;;
411,875;0,0023;;;;;;
412,5;0,0032;;;;;;
413,125;0,0048;;;;;;
413,75;0,0038;;;;;;
414,375;0,0072;;;;;;
415;0,0065;;;;;;
415,625;0,0065;;;;;;
416,25;0,0095;;;;;;
416,875;0,0101;;;;;;
417,5;0,0241;;;;;;
418,125;0,0294;;;;;;
418,75;0,0167;;;;;;
419,375;0,0056;;;;;;
420;0,0072;;;;;;
420,625;0,0018;;;;;;
421,25;0,0088;;;;;;
421,875;0,0073;;;;;;
422,5;0,0048;;;;;;
423,125;0,0066;;;;;;
423,75;0,0096;;;;;;
424,375;0,0083;;;;;;
425;0,0044;;;;;;
425,625;0,0071;;;;;;
426,25;0,0097;;;;;;
426,875;0,0023;;;;;;
427,5;0,0063;;;;;;
428,125;0,0017;;;;;;
428,75;0,0074;;;;;;
429,375;0,0059;;;;;;
430;0,0032;;;;;;
430,625;0,0086;;;;;;
431,25;0,0053;;;;;;
431,875;0,0173;;;;;;
432,5;0,0113;;;;;;
433,125;0,0098;;;;;;
433,75;0,0082;;;;;;
434,375;0,0088;;;;;;
435;0,0081;;;;;;
435,625;0,0072;;;;;;
436,25;0,0009;;;;;;
436,875;0,0033;;;;;;
437,5;0,0005;;;;;;
438,125;0,0058;;;;;;
438,75;0,007;;;;;;
439,375;0,0029;;;;;;
440;0,0029;;;;;;
440,625;0,0037;;;;;;
441,25;0,0103;;;;;;
441,875;0,0086;;;;;;
442,5;0,0062;;;;;;
443,125;0,0037;;;;;;
443,75;0,009;;;;;;
444,375;0,0095;;;;;;
445;0,0109;;;;;;
445,625;0,009;;;;;;
446,25;0,0113;;;;;;
446,875;0,0233;;;;;;
447,5;0,0166;;;;;;
448,125;0,0111;;;;;;
448,75;0,0078;;;;;;
449,375;0,0029;;;;;;
450;0,0035;;;;;;
450,625;0,0062;;;;;;
451,25;0,0033;;;;;;
451,875;0,0134;;;;;;
452,5;0,0213;;;;;;
453,125;0,0118;;;;;;
453,75;0,0063;;;;;;
454,375;0,0054;;;;;;
455;0,0042;;;;;;
455,625;0,0168;;;;;;
456,25;0,0133;;;;;;
456,875;0,0088;;;;;;
457,5;0,0153;;;;;;
458,125;0,0163;;;;;;
458,75;0,0076;;;;;;
459,375;0,0126;;;;;;
460;0,0261;;;;;;
460,625;0,0178;;;;;;
461,25;0,0057;;;;;;
461,875;0,0032;;;;;;
462,5;0,0118;;;;;;
463,125;0,0098;;;;;;
463,75;0,0084;;;;;;
464,375;0,0094;;;;;;
465;0,0132;;;;;;
465,625;0,0157;;;;;;
466,25;0,0112;;;;;;
466,875;0,0037;;;;;;
467,5;0,0125;;;;;;
468,125;0,0128;;;;;;
468,75;0,0104;;;;;;
469,375;0,0095;;;;;;
470;0,0035;;;;;;
470,625;0,009;;;;;;
471,25;0,0055;;;;;;
471,875;0,006;;;;;;
472,5;0,0118;;;;;;
473,125;0,0051;;;;;;
473,75;0,0057;;;;;;
474,375;0,0038;;;;;;
475;0,0071;;;;;;
475,625;0,0032;;;;;;
476,25;0,0139;;;;;;
476,875;0,0095;;;;;;
477,5;0,0092;;;;;;
478,125;0,0054;;;;;;
478,75;0,0019;;;;;;
479,375;0,0046;;;;;;
480;0,0067;;;;;;
480,625;0,0066;;;;;;
481,25;0,0071;;;;;;
481,875;0,0035;;;;;;
482,5;0,0068;;;;;;
483,125;0,0052;;;;;;
483,75;0,0007;;;;;;
484,375;0,0052;;;;;;
485;0,0073;;;;;;
485,625;0,0042;;;;;;
486,25;0,0017;;;;;;
486,875;0,0091;;;;;;
487,5;0,007;;;;;;
488,125;0,0057;;;;;;
488,75;0,017;;;;;;
489,375;0,0172;;;;;;
490;0,0096;;;;;;
490,625;0,002;;;;;;
491,25;0,0023;;;;;;
491,875;0,0015;;;;;;
492,5;0,0029;;;;;;
493,125;0,0064;;;;;;
493,75;0,0053;;;;;;
494,375;0,0047;;;;;;
495;0,0081;;;;;;
495,625;0,0079;;;;;;
496,25;0,0055;;;;;;
496,875;0,0055;;;;;;
497,5;0,0121;;;;;;
498,125;0,0125;;;;;;
498,75;0,0122;;;;;;
499,375;0,0136;;;;;;
500;0,0079;;;;;;
500,625;0,0047;;;;;;
501,25;0,005;;;;;;
501,875;0,0082;;;;;;
502,5;0,0081;;;;;;
503,125;0,0039;;;;;;
503,75;0,0052;;;;;;
504,375;0,0074;;;;;;
505;0,0051;;;;;;
505,625;0,003;;;;;;
506,25;0,0037;;;;;;
506,875;0,0049;;;;;;
507,5;0,0074;;;;;;
508,125;0,0092;;;;;;
508,75;0,0067;;;;;;
509,375;0,0041;;;;;;
510;0,0061;;;;;;
510,625;0,0123;;;;;;
511,25;0,0078;;;;;;
511,875;0,0012;;;;;;
512,5;0,0084;;;;;;
513,125;0,0059;;;;;;
513,75;0,0055;;;;;;
514,375;0,0108;;;;;;
515;0,0045;;;;;;
515,625;0,0078;;;;;;
516,25;0,0076;;;;;;
516,875;0,0128;;;;;;
517,5;0,0048;;;;;;
518,125;0,0101;;;;;;
518,75;0,0089;;;;;;
519,375;0,0082;;;;;;
520;0,0009;;;;;;
520,625;0,0031;;;;;;
521,25;0,0029;;;;;;
521,875;0,0034;;;;;;
522,5;0,0026;;;;;;
523,125;0,0059;;;;;;
523,75;0,0036;;;;;;
524,375;0,0018;;;;;;
525;0,0029;;;;;;
525,625;0,0027;;;;;;
526,25;0,0061;;;;;;
526,875;0,0055;;;;;;
527,5;0,0014;;;;;;
528,125;0,0032;;;;;;
528,75;0,0094;;;;;;
529,375;0,0063;;;;;;
530;0,0069;;;;;;
530,625;0,0091;;;;;;
531,25;0,0038;;;;;;
531,875;0,0005;;;;;;
532,5;0,0023;;;;;;
533,125;0,0021;;;;;;
533,75;0,003;;;;;;
534,375;0,005;;;;;;
535;0,0026;;;;;;
535,625;0,0056;;;;;;
536,25;0,0068;;;;;;
536,875;0,0051;;;;;;
537,5;0,0032;;;;;;
538,125;0,001;;;;;;
538,75;0,0033;;;;;;
539,375;0,0047;;;;;;
540;0,0046;;;;;;
540,625;0,0084;;;;;;
541,25;0,0094;;;;;;
541,875;0,0035;;;;;;
542,5;0,0049;;;;;;
543,125;0,0071;;;;;;
543,75;0,0077;;;;;;
544,375;0,0038;;;;;;
545;0,0028;;;;;;
545,625;0,0048;;;;;;
546,25;0,0056;;;;;;
546,875;0,0034;;;;;;
547,5;0,0056;;;;;;
548,125;0,0054;;;;;;
548,75;0,0068;;;;;;
549,375;0,0042;;;;;;
550;0,0033;;;;;;
550,625;0,0074;;;;;;
551,25;0,0082;;;;;;
551,875;0,0035;;;;;;
552,5;0,0035;;;;;;
553,125;0,0025;;;;;;
553,75;0,0013;;;;;;
554,375;0,0039;;;;;;
555;0,0032;;;;;;
555,625;0,0012;;;;;;
556,25;0,0045;;;;;;
556,875;0,0078;;;;;;
557,5;0,0082;;;;;;
558,125;0,0082;;;;;;
558,75;0,0054;;;;;;
559,375;0,0048;;;;;;
560;0,0086;;;;;;
560,625;0,0044;;;;;;
561,25;0,0072;;;;;;
561,875;0,0072;;;;;;
562,5;0,0063;;;;;;
563,125;0,0052;;;;;;
563,75;0,0039;;;;;;
564,375;0,0019;;;;;;
565;0,002;;;;;;
565,625;0,0024;;;;;;
566,25;0,0049;;;;;;
566,875;0,0012;;;;;;
567,5;0,0026;;;;;;
568,125;0,0024;;;;;;
568,75;0,0033;;;;;;
569,375;0,0039;;;;;;
570;0,0051;;;;;;
570,625;0,0057;;;;;;
571,25;0,005;;;;;;
571,875;0,0024;;;;;;
572,5;0,0051;;;;;;
573,125;0,0066;;;;;;
573,75;0,0058;;;;;;
574,375;0,0015;;;;;;
575;0,0029;;;;;;
575,625;0,0032;;;;;;
576,25;0,0027;;;;;;
576,875;0,003;;;;;;
577,5;0,0024;;;;;;
578,125;0,0016;;;;;;
578,75;0,0017;;;;;;
579,375;0,0032;;;;;;
580;0,0052;;;;;;
580,625;0,0091;;;;;;
581,25;0,0088;;;;;;
581,875;0,0032;;;;;;
582,5;0,0047;;;;;;
583,125;0,0015;;;;;;
583,75;0,0035;;;;;;
584,375;0,0016;;;;;;
585;0,0044;;;;;;
585,625;0,0028;;;;;;
586,25;0,0052;;;;;;
586,875;0,0029;;;;;;
587,5;0,002;;;;;;
588,125;0,0028;;;;;;
588,75;0,002;;;;;;
589,375;0,0041;;;;;;
590;0,0012;;;;;;
590,625;0,002;;;;;;
591,25;0,0066;;;;;;
591,875;0,0051;;;;;;
592,5;0,0014;;;;;;
593,125;0,0037;;;;;;
593,75;0,0009;;;;;;
594,375;0,0022;;;;;;
