X;Y;X;Y;X;Y;X;Y
64,375;0,007;;;;;;
65;0,007;;;;;;
65,625;0,001;;;;;;
66,25;0,002;;;;;;
66,875;0,001;;;;;;
67,5;0,003;;;;;;
68,125;0,002;;;;;;
68,75;0,004;;;;;;
69,375;0,011;;;;;;
70;0,019;;;;;;
70,625;0,013;;;;;;
71,25;0,001;;;;;;
71,875;0;;;;;;
72,5;0,003;;;;;;
73,125;0,002;;;;;;
73,75;0,002;;;;;;
74,375;0,004;;;;;;
75;0,024;;;;;;
75,625;0,035;;;;;;
76,25;0,016;;;;;;
76,875;0,006;;;;;;
77,5;0,002;;;;;;
78,125;0,003;;;;;;
78,75;0,009;;;;;;
79,375;0,003;;;;;;
80;0,004;;;;;;
80,625;0,006;;;;;;
81,25;0,003;;;;;;
81,875;0,004;;;;;;
82,5;0,001;;;;;;
83,125;0,002;;;;;;
83,75;0,001;;;;;;
84,375;0,002;;;;;;
85;0,001;;;;;;
85,625;0,001;;;;;;
86,25;0,002;;;;;;
86,875;0,005;;;;;;
87,5;0,002;;;;;;
88,125;0,006;;;;;;
88,75;0,004;;;;;;
89,375;0,023;;;;;;
90;0,051;;;;;;
90,625;0,303;;;;;;
91,25;2,009;;;;;;
91,875;2,307;;;;;;
92,5;0,582;;;;;;
93,125;0,068;;;;;;
93,75;0,022;;;;;;
94,375;0,015;;;;;;
95;0,005;;;;;;
95,625;0,007;;;;;;
96,25;0,009;;;;;;
96,875;0,013;;;;;;
97,5;0,003;;;;;;
98,125;0,005;;;;;;
98,75;0,004;;;;;;
99,375;0,006;;;;;;
100;0,007;;;;;;
100,625;0,004;;;;;;
101,25;0,003;;;;;;
101,875;0,012;;;;;;
102,5;0,025;;;;;;
103,125;0,015;;;;;;
103,75;0;;;;;;
104,375;0,002;;;;;;
105;0,001;;;;;;
105,625;0,004;;;;;;
106,25;0,008;;;;;;
106,875;0,008;;;;;;
107,5;0,012;;;;;;
108,125;0,014;;;;;;
108,75;0,007;;;;;;
109,375;0,009;;;;;;
110;0,014;;;;;;
110,625;0,015;;;;;;
111,25;0,015;;;;;;
111,875;0,01;;;;;;
112,5;0,041;;;;;;
113,125;0,098;;;;;;
113,75;0,058;;;;;;
114,375;0,01;;;;;;
115;0,017;;;;;;
115,625;0,009;;;;;;
116,25;0,003;;;;;;
116,875;0,003;;;;;;
117,5;0,003;;;;;;
118,125;0,001;;;;;;
118,75;0,009;;;;;;
119,375;0,007;;;;;;
120;0,004;;;;;;
120,625;0,001;;;;;;
121,25;0,001;;;;;;
121,875;0,003;;;;;;
122,5;0,004;;;;;;
123,125;0,003;;;;;;
123,75;0,001;;;;;;
124,375;0,002;;;;;;
125;0,003;;;;;;
125,625;0,002;;;;;;
126,25;0,001;;;;;;
126,875;0,002;;;;;;
127,5;0,002;;;;;;
128,125;0,001;;;;;;
128,75;0,002;;;;;;
129,375;0,004;;;;;;
130;0,004;;;;;;
130,625;0,003;;;;;;
131,25;0,003;;;;;;
131,875;0,003;;;;;;
132,5;0,001;;;;;;
133,125;0,003;;;;;;
133,75;0,002;;;;;;
134,375;0,006;;;;;;
135;0,008;;;;;;
135,625;0,003;;;;;;
136,25;0,001;;;;;;
136,875;0,001;;;;;;
137,5;0,002;;;;;;
138,125;0,003;;;;;;
138,75;0,002;;;;;;
139,375;0,005;;;;;;
140;0,007;;;;;;
140,625;0,005;;;;;;
141,25;0,004;;;;;;
141,875;0,002;;;;;;
142,5;0,001;;;;;;
143,125;0,002;;;;;;
143,75;0,002;;;;;;
144,375;0,003;;;;;;
145;0,005;;;;;;
145,625;0,005;;;;;;
146,25;0,004;;;;;;
146,875;0,001;;;;;;
147,5;0,001;;;;;;
148,125;0,002;;;;;;
148,75;0,003;;;;;;
149,375;0,004;;;;;;
150;0,002;;;;;;
150,625;0,005;;;;;;
151,25;0,004;;;;;;
151,875;0,002;;;;;;
152,5;0,004;;;;;;
153,125;0,002;;;;;;
153,75;0,003;;;;;;
154,375;0,002;;;;;;
155;0,002;;;;;;
155,625;0,005;;;;;;
156,25;0,008;;;;;;
156,875;0,006;;;;;;
157,5;0,002;;;;;;
158,125;0,002;;;;;;
158,75;0,004;;;;;;
159,375;0,004;;;;;;
160;0,003;;;;;;
160,625;0,003;;;;;;
161,25;0,011;;;;;;
161,875;0,015;;;;;;
162,5;0,007;;;;;;
163,125;0,002;;;;;;
163,75;0,002;;;;;;
164,375;0,001;;;;;;
165;0,002;;;;;;
165,625;0,001;;;;;;
166,25;0,004;;;;;;
166,875;0,013;;;;;;
167,5;0,009;;;;;;
168,125;0,002;;;;;;
168,75;0,006;;;;;;
169,375;0,005;;;;;;
170;0,007;;;;;;
170,625;0,009;;;;;;
171,25;0,008;;;;;;
171,875;0,016;;;;;;
172,5;0,019;;;;;;
173,125;0,011;;;;;;
173,75;0,002;;;;;;
174,375;0,006;;;;;;
175;0,018;;;;;;
175,625;0,014;;;;;;
176,25;0,006;;;;;;
176,875;0,008;;;;;;
177,5;0,011;;;;;;
178,125;0,011;;;;;;
178,75;0,007;;;;;;
179,375;0,005;;;;;;
180;0,009;;;;;;
180,625;0,016;;;;;;
181,25;0,011;;;;;;
181,875;0,023;;;;;;
182,5;0,268;;;;;;
183,125;0,74;;;;;;
183,75;0,497;;;;;;
184,375;0,036;;;;;;
185;0,011;;;;;;
185,625;0,019;;;;;;
186,25;0,009;;;;;;
186,875;0,001;;;;;;
187,5;0,01;;;;;;
188,125;0,013;;;;;;
188,75;0,012;;;;;;
189,375;0,013;;;;;;
190;0,007;;;;;;
190,625;0,012;;;;;;
191,25;0,021;;;;;;
191,875;0,015;;;;;;
192,5;0,007;;;;;;
193,125;0,011;;;;;;
193,75;0,019;;;;;;
194,375;0,014;;;;;;
195;0,008;;;;;;
195,625;0,013;;;;;;
196,25;0,013;;;;;;
196,875;0,01;;;;;;
197,5;0,01;;;;;;
198,125;0,01;;;;;;
198,75;0,006;;;;;;
199,375;0,01;;;;;;
200;0,003;;;;;;
200,625;0,002;;;;;;
201,25;0,003;;;;;;
201,875;0,006;;;;;;
202,5;0,006;;;;;;
203,125;0,007;;;;;;
203,75;0,009;;;;;;
204,375;0,025;;;;;;
205;0,038;;;;;;
205,625;0,02;;;;;;
206,25;0,01;;;;;;
206,875;0,01;;;;;;
207,5;0,004;;;;;;
208,125;0,006;;;;;;
208,75;0,01;;;;;;
209,375;0,017;;;;;;
210;0,021;;;;;;
210,625;0,01;;;;;;
211,25;0,001;;;;;;
211,875;0,007;;;;;;
212,5;0,018;;;;;;
213,125;0,011;;;;;;
213,75;0,008;;;;;;
214,375;0,015;;;;;;
215;0,009;;;;;;
215,625;0,008;;;;;;
216,25;0,011;;;;;;
216,875;0,013;;;;;;
217,5;0,009;;;;;;
218,125;0,002;;;;;;
218,75;0,005;;;;;;
219,375;0,01;;;;;;
220;0,009;;;;;;
220,625;0,012;;;;;;
221,25;0,002;;;;;;
221,875;0,013;;;;;;
222,5;0,014;;;;;;
223,125;0,01;;;;;;
223,75;0,004;;;;;;
224,375;0,005;;;;;;
225;0,004;;;;;;
225,625;0,006;;;;;;
226,25;0,01;;;;;;
226,875;0,008;;;;;;
227,5;0,004;;;;;;
228,125;0,008;;;;;;
228,75;0,013;;;;;;
229,375;0,014;;;;;;
230;0,009;;;;;;
230,625;0,005;;;;;;
231,25;0,012;;;;;;
231,875;0,017;;;;;;
232,5;0,014;;;;;;
233,125;0,009;;;;;;
233,75;0,006;;;;;;
234,375;0,006;;;;;;
235;0,009;;;;;;
235,625;0,011;;;;;;
236,25;0,018;;;;;;
236,875;0,004;;;;;;
237,5;0,022;;;;;;
238,125;0,013;;;;;;
238,75;0,011;;;;;;
239,375;0,006;;;;;;
240;0,003;;;;;;
240,625;0,007;;;;;;
241,25;0,009;;;;;;
241,875;0,008;;;;;;
242,5;0,009;;;;;;
243,125;0,004;;;;;;
243,75;0,01;;;;;;
244,375;0,006;;;;;;
245;0,008;;;;;;
245,625;0,014;;;;;;
246,25;0,009;;;;;;
246,875;0,007;;;;;;
247,5;0,015;;;;;;
248,125;0,018;;;;;;
248,75;0,009;;;;;;
249,375;0,005;;;;;;
250;0,009;;;;;;
250,625;0,01;;;;;;
251,25;0,016;;;;;;
251,875;0,013;;;;;;
252,5;0,006;;;;;;
253,125;0,004;;;;;;
253,75;0,004;;;;;;
254,375;0,004;;;;;;
255;0,007;;;;;;
255,625;0,005;;;;;;
256,25;0,004;;;;;;
256,875;0,004;;;;;;
257,5;0,004;;;;;;
258,125;0,023;;;;;;
258,75;0,037;;;;;;
259,375;0,012;;;;;;
260;0,015;;;;;;
260,625;0,007;;;;;;
261,25;0,012;;;;;;
261,875;0,011;;;;;;
262,5;0,005;;;;;;
263,125;0,009;;;;;;
263,75;0,026;;;;;;
264,375;0,021;;;;;;
265;0,002;;;;;;
265,625;0,008;;;;;;
266,25;0,01;;;;;;
266,875;0,009;;;;;;
267,5;0,001;;;;;;
268,125;0,003;;;;;;
268,75;0,004;;;;;;
269,375;0,003;;;;;;
270;0,005;;;;;;
270,625;0,007;;;;;;
271,25;0,007;;;;;;
271,875;0,006;;;;;;
272,5;0,002;;;;;;
273,125;0,003;;;;;;
273,75;0,003;;;;;;
274,375;0,022;;;;;;
275;0,036;;;;;;
275,625;0,016;;;;;;
276,25;0,004;;;;;;
276,875;0,001;;;;;;
277,5;0,002;;;;;;
278,125;0,003;;;;;;
278,75;0,006;;;;;;
279,375;0,006;;;;;;
280;0,002;;;;;;
280,625;0,005;;;;;;
281,25;0,007;;;;;;
281,875;0,006;;;;;;
282,5;0,012;;;;;;
283,125;0,016;;;;;;
283,75;0,006;;;;;;
284,375;0,006;;;;;;
285;0,007;;;;;;
285,625;0,008;;;;;;
286,25;0,005;;;;;;
286,875;0,008;;;;;;
287,5;0,008;;;;;;
288,125;0,007;;;;;;
288,75;0,005;;;;;;
289,375;0,002;;;;;;
290;0,001;;;;;;
290,625;0,006;;;;;;
291,25;0,009;;;;;;
291,875;0,003;;;;;;
292,5;0,004;;;;;;
293,125;0,006;;;;;;
293,75;0,003;;;;;;
294,375;0,003;;;;;;
295;0,005;;;;;;
295,625;0,005;;;;;;
296,25;0,015;;;;;;
296,875;0,013;;;;;;
297,5;0,003;;;;;;
298,125;0,006;;;;;;
298,75;0,006;;;;;;
299,375;0,006;;;;;;
300;0,004;;;;;;
300,625;0,001;;;;;;
301,25;0,003;;;;;;
301,875;0,006;;;;;;
302,5;0,005;;;;;;
303,125;0,003;;;;;;
303,75;0,005;;;;;;
304,375;0,003;;;;;;
305;0,003;;;;;;
305,625;0,005;;;;;;
306,25;0,004;;;;;;
306,875;0,002;;;;;;
307,5;0,004;;;;;;
308,125;0,006;;;;;;
308,75;0,005;;;;;;
309,375;0,003;;;;;;
310;0,004;;;;;;
310,625;0,005;;;;;;
311,25;0,004;;;;;;
311,875;0,001;;;;;;
312,5;0,004;;;;;;
313,125;0,004;;;;;;
313,75;0,001;;;;;;
314,375;0,003;;;;;;
315;0,002;;;;;;
315,625;0,003;;;;;;
316,25;0,002;;;;;;
316,875;0,004;;;;;;
317,5;0,006;;;;;;
318,125;0,006;;;;;;
318,75;0,002;;;;;;
319,375;0,003;;;;;;
320;0,005;;;;;;
320,625;0,003;;;;;;
321,25;0,002;;;;;;
321,875;0,001;;;;;;
322,5;0,002;;;;;;
323,125;0,002;;;;;;
323,75;0,003;;;;;;
324,375;0,004;;;;;;
325;0,002;;;;;;
325,625;0,002;;;;;;
326,25;0,001;;;;;;
326,875;0,002;;;;;;
327,5;0,004;;;;;;
328,125;0,002;;;;;;
328,75;0,005;;;;;;
329,375;0,005;;;;;;
330;0,003;;;;;;
330,625;0,005;;;;;;
331,25;0,004;;;;;;
331,875;0,005;;;;;;
332,5;0,005;;;;;;
333,125;0,004;;;;;;
333,75;0,004;;;;;;
334,375;0,002;;;;;;
335;0,003;;;;;;
335,625;0,002;;;;;;
336,25;0,001;;;;;;
336,875;0,002;;;;;;
337,5;0,002;;;;;;
338,125;0,002;;;;;;
338,75;0,002;;;;;;
339,375;0,004;;;;;;
340;0,006;;;;;;
340,625;0,004;;;;;;
341,25;0,004;;;;;;
341,875;0,004;;;;;;
342,5;0,005;;;;;;
343,125;0,005;;;;;;
343,75;0,004;;;;;;
344,375;0,005;;;;;;
345;0,007;;;;;;
345,625;0,006;;;;;;
346,25;0,004;;;;;;
346,875;0,006;;;;;;
347,5;0,004;;;;;;
348,125;0,005;;;;;;
348,75;0,005;;;;;;
349,375;0,008;;;;;;
350;0,027;;;;;;
350,625;0,026;;;;;;
351,25;0,006;;;;;;
351,875;0,003;;;;;;
352,5;0,007;;;;;;
353,125;0,009;;;;;;
353,75;0,011;;;;;;
354,375;0,006;;;;;;
355;0,007;;;;;;
355,625;0,019;;;;;;
356,25;0,013;;;;;;
356,875;0,003;;;;;;
357,5;0,001;;;;;;
358,125;0,003;;;;;;
358,75;0,005;;;;;;
359,375;0,005;;;;;;
360;0,004;;;;;;
360,625;0,006;;;;;;
361,25;0,013;;;;;;
361,875;0,01;;;;;;
362,5;0,008;;;;;;
363,125;0,003;;;;;;
363,75;0,004;;;;;;
364,375;0,011;;;;;;
365;0,011;;;;;;
365,625;0,055;;;;;;
366,25;0,22;;;;;;
366,875;0,193;;;;;;
367,5;0,027;;;;;;
368,125;0,007;;;;;;
368,75;0,018;;;;;;
369,375;0,01;;;;;;
370;0,002;;;;;;
370,625;0,005;;;;;;
371,25;0,01;;;;;;
371,875;0,019;;;;;;
372,5;0,02;;;;;;
373,125;0,009;;;;;;
373,75;0,01;;;;;;
374,375;0,025;;;;;;
375;0,016;;;;;;
375,625;0,005;;;;;;
376,25;0,005;;;;;;
376,875;0,019;;;;;;
377,5;0,016;;;;;;
378,125;0,009;;;;;;
378,75;0,024;;;;;;
379,375;0,02;;;;;;
380;0,01;;;;;;
380,625;0,009;;;;;;
381,25;0,015;;;;;;
381,875;0,014;;;;;;
382,5;0,005;;;;;;
383,125;0,008;;;;;;
383,75;0,01;;;;;;
384,375;0,009;;;;;;
385;0,011;;;;;;
385,625;0,006;;;;;;
386,25;0,003;;;;;;
386,875;0,005;;;;;;
387,5;0,011;;;;;;
388,125;0,021;;;;;;
388,75;0,018;;;;;;
389,375;0,006;;;;;;
390;0,005;;;;;;
390,625;0,006;;;;;;
391,25;0,004;;;;;;
391,875;0,005;;;;;;
392,5;0,011;;;;;;
393,125;0,018;;;;;;
393,75;0,016;;;;;;
394,375;0,01;;;;;;
395;0,009;;;;;;
395,625;0,012;;;;;;
396,25;0,012;;;;;;
396,875;0,012;;;;;;
397,5;0,015;;;;;;
398,125;0,011;;;;;;
398,75;0,002;;;;;;
399,375;0,004;;;;;;
400;0,003;;;;;;
400,625;0,006;;;;;;
401,25;0,004;;;;;;
401,875;0,003;;;;;;
402,5;0,001;;;;;;
403,125;0,002;;;;;;
403,75;0,004;;;;;;
404,375;0,005;;;;;;
405;0,003;;;;;;
405,625;0;;;;;;
406,25;0;;;;;;
406,875;0,004;;;;;;
407,5;0,007;;;;;;
408,125;0,006;;;;;;
408,75;0,005;;;;;;
409,375;0,004;;;;;;
410;0,005;;;;;;
410,625;0,004;;;;;;
411,25;0,002;;;;;;
411,875;0,002;;;;;;
412,5;0,002;;;;;;
413,125;0,003;;;;;;
413,75;0,005;;;;;;
414,375;0,006;;;;;;
415;0,006;;;;;;
415,625;0,006;;;;;;
416,25;0,006;;;;;;
416,875;0,003;;;;;;
417,5;0,002;;;;;;
418,125;0,001;;;;;;
418,75;0,005;;;;;;
419,375;0,007;;;;;;
420;0,004;;;;;;
420,625;0,007;;;;;;
421,25;0,006;;;;;;
421,875;0,004;;;;;;
422,5;0,002;;;;;;
423,125;0,004;;;;;;
423,75;0,009;;;;;;
424,375;0,007;;;;;;
425;0,003;;;;;;
425,625;0,004;;;;;;
426,25;0,007;;;;;;
426,875;0,006;;;;;;
427,5;0,001;;;;;;
428,125;0,002;;;;;;
428,75;0,002;;;;;;
429,375;0,006;;;;;;
430;0,003;;;;;;
430,625;0,003;;;;;;
431,25;0,007;;;;;;
431,875;0,005;;;;;;
432,5;0,001;;;;;;
433,125;0,002;;;;;;
433,75;0,003;;;;;;
434,375;0,008;;;;;;
435;0,007;;;;;;
435,625;0,004;;;;;;
436,25;0,009;;;;;;
436,875;0,008;;;;;;
437,5;0,002;;;;;;
438,125;0,005;;;;;;
438,75;0,006;;;;;;
439,375;0,003;;;;;;
440;0,001;;;;;;
440,625;0,002;;;;;;
441,25;0,004;;;;;;
441,875;0,01;;;;;;
442,5;0,008;;;;;;
443,125;0,002;;;;;;
443,75;0,002;;;;;;
444,375;0,006;;;;;;
445;0,006;;;;;;
445,625;0,005;;;;;;
446,25;0,004;;;;;;
446,875;0,011;;;;;;
447,5;0,013;;;;;;
448,125;0,004;;;;;;
448,75;0,005;;;;;;
449,375;0,006;;;;;;
450;0,035;;;;;;
450,625;0,03;;;;;;
451,25;0,003;;;;;;
451,875;0,006;;;;;;
452,5;0,009;;;;;;
453,125;0,008;;;;;;
453,75;0,004;;;;;;
454,375;0,004;;;;;;
455;0,005;;;;;;
455,625;0,005;;;;;;
456,25;0,005;;;;;;
456,875;0,004;;;;;;
457,5;0,072;;;;;;
458,125;0,138;;;;;;
458,75;0,068;;;;;;
459,375;0,004;;;;;;
460;0,004;;;;;;
460,625;0,002;;;;;;
461,25;0,002;;;;;;
461,875;0,004;;;;;;
462,5;0,008;;;;;;
463,125;0,003;;;;;;
463,75;0,002;;;;;;
464,375;0,004;;;;;;
465;0,005;;;;;;
465,625;0,017;;;;;;
466,25;0,019;;;;;;
466,875;0,004;;;;;;
467,5;0,003;;;;;;
468,125;0,005;;;;;;
468,75;0,015;;;;;;
469,375;0,016;;;;;;
470;0,006;;;;;;
470,625;0,002;;;;;;
471,25;0,004;;;;;;
471,875;0,005;;;;;;
472,5;0,005;;;;;;
473,125;0,005;;;;;;
473,75;0,008;;;;;;
474,375;0,009;;;;;;
475;0,007;;;;;;
475,625;0,001;;;;;;
476,25;0,003;;;;;;
476,875;0,005;;;;;;
477,5;0,007;;;;;;
478,125;0,005;;;;;;
478,75;0,007;;;;;;
479,375;0,022;;;;;;
480;0,024;;;;;;
480,625;0,011;;;;;;
481,25;0,001;;;;;;
481,875;0,006;;;;;;
482,5;0,011;;;;;;
483,125;0,009;;;;;;
483,75;0,006;;;;;;
484,375;0,009;;;;;;
485;0,013;;;;;;
485,625;0,011;;;;;;
486,25;0,007;;;;;;
486,875;0,015;;;;;;
487,5;0,018;;;;;;
488,125;0,007;;;;;;
488,75;0,008;;;;;;
489,375;0,013;;;;;;
490;0,004;;;;;;
490,625;0,007;;;;;;
491,25;0,007;;;;;;
491,875;0,011;;;;;;
492,5;0,01;;;;;;
493,125;0,007;;;;;;
493,75;0,007;;;;;;
494,375;0,008;;;;;;
495;0,006;;;;;;
495,625;0,01;;;;;;
496,25;0,003;;;;;;
496,875;0,012;;;;;;
497,5;0,012;;;;;;
498,125;0,007;;;;;;
498,75;0,004;;;;;;
499,375;0,001;;;;;;
500;0,003;;;;;;
500,625;0,006;;;;;;
501,25;0,005;;;;;;
501,875;0,002;;;;;;
502,5;0,004;;;;;;
503,125;0,012;;;;;;
503,75;0,014;;;;;;
504,375;0,009;;;;;;
505;0,003;;;;;;
505,625;0,006;;;;;;
506,25;0,01;;;;;;
506,875;0,007;;;;;;
507,5;0,006;;;;;;
508,125;0,01;;;;;;
508,75;0,009;;;;;;
509,375;0,01;;;;;;
510;0,009;;;;;;
510,625;0,016;;;;;;
511,25;0,023;;;;;;
511,875;0,014;;;;;;
512,5;0,026;;;;;;
513,125;0,008;;;;;;
513,75;0,011;;;;;;
514,375;0,006;;;;;;
515;0,004;;;;;;
515,625;0,004;;;;;;
516,25;0,004;;;;;;
516,875;0,005;;;;;;
517,5;0,006;;;;;;
518,125;0,013;;;;;;
518,75;0,011;;;;;;
519,375;0,002;;;;;;
520;0,003;;;;;;
520,625;0,004;;;;;;
521,25;0,007;;;;;;
521,875;0,006;;;;;;
522,5;0,003;;;;;;
523,125;0,003;;;;;;
523,75;0,003;;;;;;
524,375;0,004;;;;;;
525;0,009;;;;;;
525,625;0,011;;;;;;
526,25;0,007;;;;;;
526,875;0,003;;;;;;
527,5;0,005;;;;;;
528,125;0,012;;;;;;
528,75;0,01;;;;;;
529,375;0,002;;;;;;
530;0,002;;;;;;
530,625;0,004;;;;;;
531,25;0,004;;;;;;
531,875;0,004;;;;;;
532,5;0,006;;;;;;
533,125;0,013;;;;;;
533,75;0,016;;;;;;
534,375;0,004;;;;;;
535;0,006;;;;;;
535,625;0,005;;;;;;
536,25;0,003;;;;;;
536,875;0,006;;;;;;
537,5;0,005;;;;;;
538,125;0,004;;;;;;
538,75;0,009;;;;;;
539,375;0,011;;;;;;
540;0,008;;;;;;
540,625;0,005;;;;;;
541,25;0,002;;;;;;
541,875;0,005;;;;;;
542,5;0,005;;;;;;
543,125;0,004;;;;;;
543,75;0,003;;;;;;
544,375;0,006;;;;;;
545;0,002;;;;;;
545,625;0,005;;;;;;
546,25;0,005;;;;;;
546,875;0,005;;;;;;
547,5;0,007;;;;;;
548,125;0,009;;;;;;
548,75;0,01;;;;;;
549,375;0,083;;;;;;
550;0,097;;;;;;
550,625;0,022;;;;;;
551,25;0,004;;;;;;
551,875;0,006;;;;;;
552,5;0,004;;;;;;
553,125;0,003;;;;;;
553,75;0,002;;;;;;
554,375;0,003;;;;;;
555;0,004;;;;;;
555,625;0,001;;;;;;
556,25;0,004;;;;;;
556,875;0,004;;;;;;
557,5;0,005;;;;;;
558,125;0,005;;;;;;
558,75;0,003;;;;;;
559,375;0,005;;;;;;
560;0,01;;;;;;
560,625;0,02;;;;;;
561,25;0,013;;;;;;
561,875;0,004;;;;;;
562,5;0,004;;;;;;
563,125;0,002;;;;;;
563,75;0,002;;;;;;
564,375;0,002;;;;;;
565;0,003;;;;;;
565,625;0,012;;;;;;
566,25;0,011;;;;;;
566,875;0,004;;;;;;
567,5;0,004;;;;;;
568,125;0,007;;;;;;
568,75;0,006;;;;;;
569,375;0,005;;;;;;
570;0,003;;;;;;
570,625;0,006;;;;;;
571,25;0,014;;;;;;
571,875;0,014;;;;;;
572,5;0,005;;;;;;
573,125;0,001;;;;;;
573,75;0,002;;;;;;
574,375;0,001;;;;;;
575;0,003;;;;;;
575,625;0,008;;;;;;
576,25;0,008;;;;;;
576,875;0,004;;;;;;
577,5;0,002;;;;;;
578,125;0,002;;;;;;
578,75;0,006;;;;;;
579,375;0,006;;;;;;
580;0,004;;;;;;
580,625;0,007;;;;;;
581,25;0,008;;;;;;
581,875;0,002;;;;;;
582,5;0,003;;;;;;
583,125;0,002;;;;;;
583,75;0,004;;;;;;
584,375;0,004;;;;;;
585;0,003;;;;;;
585,625;0,001;;;;;;
586,25;0,002;;;;;;
586,875;0,002;;;;;;
587,5;0,002;;;;;;
588,125;0,004;;;;;;
588,75;0,003;;;;;;
589,375;0,004;;;;;;
590;0,001;;;;;;
590,625;0,002;;;;;;
591,25;0,004;;;;;;
591,875;0,005;;;;;;
592,5;0,004;;;;;;
593,125;0,002;;;;;;
593,75;0,002;;;;;;
594,375;0,002;;;;;;
595;0,003;;;;;;
595,625;0,003;;;;;;
596,25;0,003;;;;;;
596,875;0,003;;;;;;
597,5;0,004;;;;;;
598,125;0,003;;;;;;
598,75;0,002;;;;;;
599,375;0,003;;;;;;
600;0,003;;;;;;
600,625;0,004;;;;;;
601,25;0,004;;;;;;
601,875;0;;;;;;
602,5;0,006;;;;;;
603,125;0,004;;;;;;
603,75;0,008;;;;;;
604,375;0,007;;;;;;
605;0,001;;;;;;
605,625;0,003;;;;;;
606,25;0,004;;;;;;
606,875;0,005;;;;;;
607,5;0,004;;;;;;
608,125;0,007;;;;;;
608,75;0,005;;;;;;
609,375;0,003;;;;;;
610;0,005;;;;;;
610,625;0,003;;;;;;
611,25;0,002;;;;;;
611,875;0,002;;;;;;
612,5;0,001;;;;;;
613,125;0,004;;;;;;
613,75;0,005;;;;;;
614,375;0,006;;;;;;
615;0,006;;;;;;
615,625;0,004;;;;;;
616,25;0,003;;;;;;
616,875;0,002;;;;;;
617,5;0,005;;;;;;
618,125;0,005;;;;;;
618,75;0,004;;;;;;
619,375;0,009;;;;;;
620;0,007;;;;;;
620,625;0,004;;;;;;
621,25;0,005;;;;;;
621,875;0,004;;;;;;
622,5;0,001;;;;;;
623,125;0,001;;;;;;
623,75;0,002;;;;;;
624,375;0,001;;;;;;
625;0,009;;;;;;
625,625;0,008;;;;;;
626,25;0,004;;;;;;
626,875;0,003;;;;;;
627,5;0,004;;;;;;
628,125;0,005;;;;;;
628,75;0,007;;;;;;
629,375;0,005;;;;;;
630;0,005;;;;;;
630,625;0,002;;;;;;
631,25;0,004;;;;;;
631,875;0,003;;;;;;
632,5;0,003;;;;;;
633,125;0,005;;;;;;
633,75;0,007;;;;;;
